state,question,choice,answer,pct
RI,26,c,I can pronounce it either way interchangeably,10.0
RI,26,d,"I say it like ""hoot"" for the noun and like ""out"" for the verb.",19.0
RI,26,e,"I say it like ""out"" for the noun and like ""hoot"" for the verb.",2.0
RI,27,a,"[i] ""sear-up""",38.0
RI,27,b,"[ɪ] ""sih-rup""",35.0
RI,27,c,"[ə] as in ""sir""",27.0
RI,28,a,different,91.92
RI,28,b,same,8.08
RI,29,a,"all-mond (first syllable sounds like ""all"")",44.0
RI,29,b,ah-mond (no l),30.0
RI,29,c,"aw-mond (if different from ""ah-mond"")",1.0
RI,29,d,I say something in between l and nothing,11.0
RI,29,e,other,14.0
RI,30,a,"[s] as in ""sock""",98.0
RI,30,b,"[[sh]] as in ""shock""",2.0
RI,31,a,asteri[ks],10.0
RI,31,b,asteri[sk],68.0
RI,31,c,asteri[k] (with no s in the final cluster),21.0
RI,31,d,other,1.0
RI,32,a,I pronounce the first d,53.0
RI,32,b,I don't pronounce the first d,28.0
RI,32,c,I vary freely between pronouncing the first d and not doing so,7.0
RI,32,d,I only pronounce the first d when I'm speaking slowly/carefully,11.0
RI,32,f,other,1.0
RI,33,a,[s],40.59
RI,33,b,[z],34.65
RI,33,c,both are acceptable to me,24.75
RI,34,a,pronounced e[ts]etera (4 syllables),60.61
RI,34,b,pronounced e[ts]etra (3 syllables),17.17
RI,34,c,pronounced eksetera (4 syllables),14.14
RI,34,d,pronounced eksetra (3 syllables),7.07
RI,34,e,other,1.01
RI,35,a,"[[g]] as in the middle consonant of ""measure""",56.0
RI,35,b,"[[dg]] as in ""edge""",32.0
RI,35,c,I use both interchangeably,11.0
RI,35,d,other,1.0
RI,36,a,"[s] as in ""sock""",85.0
RI,36,b,"[[sh]] as in ""shock""",12.0
RI,36,c,other,3.0
RI,37,a,I pronounce the h,91.84
RI,37,b,I don't pronounce the h,5.1
RI,37,c,I can pronounce the h or not,3.06
RI,38,a,"[s] as in ""sock""",98.98
RI,38,c,other,1.02
RI,39,a,[s],51.0
RI,39,b,[z],49.0
RI,40,a,with [kw],72.0
RI,40,b,"with [k] (""cor-ter"")",20.0
RI,40,c,I use both interchangeably,8.0
RI,41,a,spicket,10.0
RI,41,b,spigot,61.0
RI,41,c,I use both interchangeably,2.0
RI,41,d,"I say ""spicket"" but spell it ""spigot""",4.0
RI,41,f,I don't use either version of this word,23.0
RI,42,a,"the ""g"" is pronounced as [g]",34.69
RI,42,b,"the ""g"" is pronounced as [k]",35.71
RI,42,c,"the ""g"" is silent",29.59
RI,43,a,[s],94.95
RI,43,b,[z],3.03
RI,43,c,either one,2.02
RI,44,a,CREAM cheese (stress on the first syllable),54.55
RI,44,b,cream CHEESE (stress on the second syllable),24.24
RI,44,c,it sounds right either way,18.18
RI,44,d,other,3.03
RI,45,a,INsurance (stress on the first syllable),7.0
RI,45,b,inSURance (stress on the second syllable),87.0
RI,45,c,I can stress either the first or the second syllable,5.0
RI,45,d,other,1.0
RI,46,a,NEW Haven,26.0
RI,46,b,New HAVEN,65.0
RI,46,c,I use both interchangeably,8.0
RI,46,d,other,1.0
RI,47,a,THANKSgiving,23.0
RI,47,b,ThanksGIVing,69.0
RI,47,c,I use both interchangeably,7.0
RI,47,d,other,1.0
RI,48,a,UMbrella,17.0
RI,48,b,umBRELLa,83.0
RI,49,a,dragged,93.0
RI,49,b,drug,4.0
RI,49,c,I use both interchangeably,2.0
RI,49,d,other,1.0
RI,50,a,you all,5.0
RI,50,b,"yous, youse",1.0
RI,50,c,you lot,1.0
RI,50,d,you guys,39.0
RI,50,g,you,50.0
RI,50,h,other,2.0
RI,50,i,y'all,2.0
RI,51,a,yes,18.18
RI,51,b,no,80.81
RI,51,c,other,1.01
RI,52,a,yes,9.18
RI,52,b,no,57.14
RI,52,c,"I can use ""where are you at"" in contexts such as asking someone how s/he is coming along on a project, but not in the general sense of ""where are you physically located in the world at this moment"".",33.67
RI,53,a,yes (please consider adding which combinations of modals you use in the comments box),2.02
RI,53,b,no,96.97
RI,53,c,other,1.01
RI,54,b,"this use of ""anymore"" is unacceptable",97.98
RI,54,c,not sure,2.02
RI,55,a,acceptable,2.04
RI,55,b,unacceptable,97.96
RI,56,a,acceptable,6.06
RI,56,b,unacceptable,91.92
RI,56,c,not sure,2.02
RI,57,a,acceptable,20.2
RI,57,b,unacceptable,72.73
RI,57,c,not sure,7.07
RI,58,a,tag sale,1.02
RI,58,m,other,4.08
RI,58,b,yard sale,73.47
RI,58,c,garage sale,19.39
RI,58,d,rummage sale,2.04
RI,59,a,mumblety-peg,7.22
RI,59,k,peggy,1.03
RI,59,l,baseball jackknife,1.03
RI,59,m,stick-knife,1.03
RI,59,p,chicken,3.09
RI,59,r,splits,1.03
RI,59,s,Russian roulette,3.09
RI,59,b,mumbledy-peg,8.25
RI,59,t,"I have never heard of this ""game"" and have no idea what it's called",53.61
RI,59,u,other (state here if you have heard one or more of these terms but never knew what they meant),9.28
RI,59,c,mumbly peg,8.25
RI,59,e,mumblely peg (with 2 l's),3.09
RI,60,a,berm,5.1
RI,60,c,tree lawn,1.02
RI,60,e,curb strip,6.12
RI,60,g,verge,3.06
RI,60,h,I have no word for this,77.55
RI,60,i,other,7.14
RI,61,a,boulevard,4.08
RI,61,c,traffic island,10.2
RI,61,d,island,62.24
RI,61,f,I have no word for this,11.22
RI,61,g,other,12.24
RI,62,a,median strip,27.0
RI,62,j,other,4.0
RI,62,b,median,65.0
RI,62,g,island,4.0
RI,63,a,milkshake/shake,43.88
RI,63,b,frappe,9.18
RI,63,c,cabinet,42.86
RI,63,f,other,4.08
RI,64,a,sub,25.51
RI,64,k,other,4.08
RI,64,b,grinder,68.37
RI,64,d,hero,1.02
RI,64,g,Italian sandwich,1.02
RI,65,a,lightning bug,21.65
RI,65,b,firefly,52.58
RI,65,c,I use lightning bug and firefly interchangeably,23.71
RI,65,e,I have no word for this,1.03
RI,65,f,other,1.03
RI,66,a,crawfish,39.58
RI,66,b,crayfish,46.88
RI,66,e,crawdad,3.12
RI,66,g,I have no word for this critter,8.33
RI,66,h,other,2.08
RI,67,a,daddy long leg(s),97.94
RI,67,b,daddy big legs,2.06
RI,68,a,grandmother,3.19
RI,68,b,granny,3.19
RI,68,c,grandma,36.17
RI,68,d,nana,22.34
RI,68,f,grammy/grammie/grammi,4.26
RI,68,g,other,30.85
RI,69,a,grandmother,4.3
RI,69,b,granny,2.15
RI,69,c,grandma,37.63
RI,69,d,gramma,19.35
RI,69,e,nana,12.9
RI,69,f,other,23.66
RI,70,a,gramps,3.26
RI,70,b,grandpa,18.48
RI,70,c,grampa,16.3
RI,70,d,"grandad, granddad",3.26
RI,70,e,pap,1.09
RI,70,f,"I spell it ""grandpa"" but pronounce it as ""grampa""",18.48
RI,70,g,other (including if you use a different term to address him directly than you do when speaking about him to a third party),39.13
RI,71,a,gramps,2.38
RI,71,b,grandpa,28.57
RI,71,c,grampa,27.38
RI,71,e,other,41.67
RI,72,a,dust bunnies,69.15
RI,72,b,dust kittens,1.06
RI,72,c,dust mice,1.06
RI,72,d,kitties,4.26
RI,72,e,dust balls,19.15
RI,72,f,other,5.32
RI,73,a,sneakers,96.91
RI,73,b,shoes,1.03
RI,73,c,gymshoes,2.06
RI,74,a,pill bug,18.37
RI,74,j,millipede,2.04
RI,74,k,centipede,3.06
RI,74,l,"I know what this creature is, but have no word for it",15.31
RI,74,m,I have no idea what this creature is,30.61
RI,74,n,other,3.06
RI,74,c,potato bug,6.12
RI,74,d,roly poly,16.33
RI,74,e,sow bug,3.06
RI,74,i,wood louse,2.04
RI,75,a,shopping cart,65.31
RI,75,b,shopping wagon,1.02
RI,75,c,grocery cart,9.18
RI,75,d,shopping carriage,2.04
RI,75,e,carriage,15.31
RI,75,h,other,7.14
RI,76,a,kitty-corner,58.76
RI,76,d,catty-corner,3.09
RI,76,g,"I can only use ""diagonal"" for this",28.87
RI,76,h,I have no term for this,8.25
RI,76,i,other,1.03
RI,77,a,doing donuts,78.02
RI,77,d,other,21.98
RI,78,a,scratch paper,10.2
RI,78,b,scrap paper,54.08
RI,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",29.59
RI,78,d,other,6.12
RI,79,a,highway,81.63
RI,79,j,other,2.04
RI,79,b,freeway,8.16
RI,79,d,turnpike,1.02
RI,79,g,a freeway is bigger than a highway,2.04
RI,79,i,"a freeway has limited access (no stop lights, no intersections), whereas a highway can have stop lights and intersections",5.1
RI,80,a,sunshower,54.08
RI,80,c,the devil is beating his wife,1.02
RI,80,g,liquid sun,1.02
RI,80,h,I have no term or expression for this,40.82
RI,80,i,other,3.06
RI,81,a,goose bumps,87.63
RI,81,c,goose pimples,11.34
RI,81,h,other,1.03
RI,82,j,eye crunchie,1.04
RI,82,k,eye crusties,1.04
RI,82,l,sand,6.25
RI,82,n,gunk,10.42
RI,82,o,matter,1.04
RI,82,p,I have no word for this,8.33
RI,82,q,other,5.21
RI,82,b,sleep,26.04
RI,82,c,sleeper,14.58
RI,82,e,sleepies,10.42
RI,82,f,sleepy seed,2.08
RI,82,h,eye booger,13.54
RI,83,a,gut,28.41
RI,83,d,bird,1.14
RI,83,e,blow-off,31.82
RI,83,g,other,38.64
RI,84,a,rotary,72.16
RI,84,b,roundabout,4.12
RI,84,d,traffic circle,15.46
RI,84,f,I have no word for this,2.06
RI,84,g,other,6.19
RI,85,a,(hair) elastic,55.21
RI,85,b,rubber band,17.71
RI,85,d,hair thing,4.17
RI,85,e,hair tie,12.5
RI,85,f,other,10.42
RI,86,a,yes,70.41
RI,86,b,"no, but I know what it means",19.39
RI,86,c,I have no idea what this means,10.2
RI,87,a,yes,48.98
RI,87,b,"no, but I know what it means",36.73
RI,87,c,I have no idea what this means,14.29
RI,88,a,duck-footed,35.71
RI,88,c,splay-footed,2.04
RI,88,d,bow-legged,27.55
RI,88,e,toed out,1.02
RI,88,f,other,3.06
RI,88,g,I have no word for this,30.61
RI,89,a,yes,31.96
RI,89,b,"yes, but I can also use it in other forms such as apple slaw or broccoli slaw",4.12
RI,89,c,no,52.58
RI,89,d,I have never heard that usage before,9.28
RI,89,e,other,2.06
RI,90,a,coffin,58.16
RI,90,b,casket,24.49
RI,90,c,"a coffin and a casket are not the same, and I know the difference",9.18
RI,90,d,other,8.16
RI,91,a,vinegar and oil,2.04
RI,91,b,oil and vinegar,93.88
RI,91,c,both sound equally good to me,3.06
RI,91,e,other,1.02
RI,92,b,Chinese fire drill,10.26
RI,92,c,other,89.74
RI,93,a,on line,1.02
RI,93,b,in line,92.86
RI,93,c,both sound equally good,4.08
RI,93,e,other,2.04
RI,94,a,frosting,55.1
RI,94,b,icing,2.04
RI,94,c,"icing is thinner than frosting, white, and/or made of powdered sugar and milk or lemon juice",23.47
RI,94,d,both,19.39
RI,95,a,New York City,52.63
RI,95,b,Boston,14.74
RI,95,e,Chicago,1.05
RI,95,f,other,31.58
RI,96,a,"supper is an evening meal while dinner is eaten earlier (lunch, for example)",7.22
RI,96,b,"supper is an evening meal, dinner is the main meal",11.34
RI,96,c,dinner takes place in a more formal setting than supper,22.68
RI,96,d,there is no distinction; they both have the same meaning,40.21
RI,96,e,I do not use the term supper,11.34
RI,96,f,I don't use the term dinner,2.06
RI,96,g,other,5.15
RI,97,a,trash can,37.76
RI,97,b,garbage can,23.47
RI,97,d,waste(paper) basket,2.04
RI,97,e,These words refer to different things,33.67
RI,97,f,other,3.06
RI,98,a,By accident,90.82
RI,98,b,On accident,3.06
RI,98,c,both,3.06
RI,98,d,neither,1.02
RI,98,e,other,2.04
RI,99,a,frontage road,11.58
RI,99,b,service road,38.95
RI,99,c,access road,23.16
RI,99,d,feeder road,1.05
RI,99,f,we have them but I have no word for them,11.58
RI,99,g,I've never heard of this concept,11.58
RI,99,h,other,2.11
RI,100,a,cut the grass,20.83
RI,100,c,mow the grass,5.21
RI,100,d,mow the lawn,66.67
RI,100,e,other,7.29
RI,101,a,pass in,15.15
RI,101,b,hand in,61.62
RI,101,c,both,20.2
RI,101,e,other,3.03
RI,102,a,waterbug,55.67
RI,102,j,I have no word for this,25.77
RI,102,k,other,1.03
RI,102,b,Jesus bug,1.03
RI,102,c,waterstrider,7.22
RI,102,e,water-spider,2.06
RI,102,g,water beetle,3.09
RI,102,i,skimmer,4.12
RI,103,a,bubbler,72.45
RI,103,c,drinking fountain,4.08
RI,103,d,water fountain,20.41
RI,103,e,other,3.06
RI,104,a,the subway,71.43
RI,104,c,the T,19.39
RI,104,d,the metro,4.08
RI,104,f,other,5.1
RI,105,a,soda,93.81
RI,105,b,pop,1.03
RI,105,c,coke,2.06
RI,105,d,tonic,2.06
RI,105,e,soft drink,1.03
RI,106,a,tp'ing,41.84
RI,106,b,rolling,2.04
RI,106,c,toilet papering,31.63
RI,106,d,wrapping,2.04
RI,106,e,papering,4.08
RI,106,g,I have no word for this,17.35
RI,106,h,other,1.02
RI,107,a,rubberneck,1.03
RI,107,j,other,2.06
RI,107,b,rubbernecking,23.71
RI,107,c,"rubbernecking is the activity (slowing down and gawking) that causes the traffic jam, but I have no word for the traffic jam itself",59.79
RI,107,d,gapers' block,3.09
RI,107,f,Lookie Lou,1.03
RI,107,g,curiosity delay,6.19
RI,107,i,I have no word for this,3.09
RI,108,a,"[æ] as in ""sat""",95.92
RI,108,c,"[e:] as in ""say""",3.06
RI,108,d,other,1.02
RI,109,a,bag,92.86
RI,109,b,sack,3.06
RI,109,d,other,4.08
RI,110,a,gate night,1.02
RI,110,c,mischief night,2.04
RI,110,d,cabbage night,10.2
RI,110,f,devil's night,3.06
RI,110,h,I have no word for this,77.55
RI,110,i,other,6.12
RI,111,a,end,26.53
RI,111,b,heel,45.92
RI,111,c,crust,21.43
RI,111,e,butt,2.04
RI,111,f,shpitzel,1.02
RI,111,h,other,3.06
RI,112,a,barbituate,73.2
RI,112,b,barbiturate,14.43
RI,112,c,I don't use either of these,7.22
RI,112,d,other,5.15
RI,113,a,f,51.02
RI,113,b,p,47.96
RI,113,c,other,1.02
RI,114,a,[s],29.59
RI,114,b,[z],69.39
RI,114,c,other,1.02
RI,115,a,a moot point,90.82
RI,115,b,a mute point,2.04
RI,115,c,either one of the above,2.04
RI,115,d,I have no idea,2.04
RI,115,e,other,3.06
RI,116,a,"[sp] (as in ""desperate"")",81.44
RI,116,b,"[zb] (rhymes with ""lesbian"")",17.53
RI,116,c,other,1.03
RI,117,a,basement,27.84
RI,117,b,cellar,17.53
RI,117,c,"I use both, and they mean the same thing",34.02
RI,117,d,"A basement is finished (for example with plastered or painted walls, carpets, etc.), whereas a cellar is unfinished (made up of bare stone or cement, used only for storage).",13.4
RI,117,e,"A cellar has an outside entrance (some call this a ""bulkhead""), whereas a basement does not",6.19
RI,117,f,other,1.03
RI,118,a,brew thru,4.12
RI,118,d,beer barn,1.03
RI,118,e,beverage barn,1.03
RI,118,f,"we have these in my area, but we have no special term for them",25.77
RI,118,g,I have never heard of such a thing,59.79
RI,118,h,other,8.25
RI,119,a,take-out,88.78
RI,119,b,carry-out,3.06
RI,119,c,either take-out or carry-out,7.14
RI,119,d,other,1.02
RI,120,a,dibs,23.47
RI,120,b,shotgun,54.08
RI,120,c,hosey,3.06
RI,120,e,I have no term for this,15.31
RI,120,f,other,4.08
RI,121,a,ogle,44.79
RI,121,b,oogle,14.58
RI,121,c,"oggle (pronounced to rhyme with ""boggle"", but may still be spelled ""ogle"")",21.88
RI,121,d,I use both oogle and ogle interchangeably,2.08
RI,121,e,"I use both ogle and ""oggle""",5.21
RI,121,f,I have no word for this activity,7.29
RI,121,g,other,4.17
RI,122,a,"expecially (or ""ecspecially"" or ""ekspecially"")",1.04
RI,122,b,especially,94.79
RI,122,c,I use both interchangeably,3.12
RI,122,e,other,1.04
SC,1,a,"[ɑ] as in ""ah""",3.4
SC,1,b,"[æ] as in ""ant""",87.07
SC,1,c,"[ɔ] as in ""caught""",1.36
SC,1,d,"I have the same vowel in ""ah"", ""caught"", and ""aunt""",1.36
SC,1,e,"I pronounce it the same as ""ain't""",0.68
SC,1,f,"I use [ɑ/ɔ] when referring to the general concept of an aunt, but [æ] when referring to a specific person by name.",3.4
SC,1,g,"I use [æ] when referring to the general concept of an aunt, but [ɑ/ɔ] when referring to a specific person by name.",1.36
SC,1,h,other,1.36
SC,2,a,"[ɪ] as in ""sit""",75.0
SC,2,b,"[i:] as in ""see""",3.47
SC,2,c,"[ɛ] as in ""set""",16.67
SC,2,d,other,4.86
SC,3,a,"[o:] as in ""Bo""",70.07
SC,3,b,"[u:] as in ""boo""",23.81
SC,3,c,"I have seen this word in print, but have no idea how to pronounce it",4.76
SC,3,d,I have never seen or heard this word,1.36
SC,4,a,"with 2 syllables (""car-ml"")",23.97
SC,4,b,"with 3 syllables (""carra-mel"")",54.79
SC,4,c,I use both interchangeably,15.75
SC,4,d,"I have both forms, but the two have different meanings (please state how in the comments box)",1.37
SC,4,e,other,4.11
SC,5,a,"[i:] as in ""see""",31.51
SC,5,b,"[ɪ] as in ""sit""",60.96
SC,5,c,other,7.53
SC,6,a,"[ɑ] as in ""car"" (""sen-tar"")",61.38
SC,6,b,"[ɔ] as in ""caught""",12.41
SC,6,c,"I use the same vowel in ""car"", ""caught"", and ""centaur""",11.03
SC,6,d,"rhymes with ""sore"" and ""more"" (""sen-tore"")",15.17
SC,7,a,"with [u:] as in ""coop"" (""coopon"")",59.59
SC,7,b,"with [ju:] as in ""cute"" (""cyoopon"")",39.73
SC,7,c,other,0.68
SC,8,a,"[ɛ] as in ""set""",47.62
SC,8,b,"[e:] as in ""say""",21.77
SC,8,c,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""say""",13.61
SC,8,d,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""set""",17.01
SC,9,a,"[æ] as in ""man"" (1 syllable, ""cran"")",3.4
SC,9,b,"[ejɑ] (2 syllables, ""cray-ahn"")",59.86
SC,9,c,"[ejɔ] (2 syllables, ""cray-awn"", where the second syllable rhymes with ""dawn"")",34.01
SC,9,d,"[aw] (I pronounce this the same as ""crown"")",2.72
SC,10,a,"[i:] as in ""see""",94.56
SC,10,c,I use both interchangeably,3.4
SC,10,e,"I use both, but they mean two different things (please state how they differ in the comments box)",2.04
SC,11,a,"[o:] as in ""flow"" (""flow-ri-da"")",3.4
SC,11,b,"[ɑ] as in ""ah"" (""flah-ri-da"")",30.61
SC,11,c,"[ɔ] as in ""saw"" (""flaw-ri-da"")",6.8
SC,11,d,"[[backwardsc]] as in ""sore"" (""flore-i-da"")",57.82
SC,11,e,other,1.36
SC,12,a,"[ə] as in ""bird"" (""flurr-ish"")",64.14
SC,12,b,"[[backwardsc]] as in ""sore"" (""flore-ish"")",24.83
SC,12,c,"[[caret]] as in ""sun"" (""fluh-rish"")",8.97
SC,12,d,other (including if you use one pronunciation for the verb and a different pronunciation for the noun),2.07
SC,13,a,"[i:] as in ""see""",8.22
SC,13,b,"[ɪ] as in ""sit""",90.41
SC,13,c,other,1.37
SC,14,a,"with [[backwardsc]j] as in ""boy"" (""loyer"")",41.78
SC,14,b,"with [ɔ] as in ""saw"" (""law-yer"")",52.05
SC,14,c,I use both interchangeably,5.48
SC,14,d,other,0.68
SC,15,a,all 3 are the same,48.98
SC,15,b,all 3 are different,10.2
SC,15,c,Mary and merry are the same; marry is different,25.17
SC,15,d,merry and marry are the same; Mary is different,2.72
SC,15,e,Mary and marry are the same; merry is different,12.93
SC,16,a,"with [æ] as in ""man"" (2 syllables--""man-aze"")",60.96
SC,16,b,"with [ejə] (3 syllables--""may-uh-naze"")",31.51
SC,16,c,I use both interchangeably,6.85
SC,16,d,other,0.68
SC,17,a,"[i:] as in ""near""",59.31
SC,17,b,"[ɪ] as in ""knit""",33.79
SC,17,c,"[ɛ] as in ""net""",1.38
SC,17,d,I say something in between [ɪ] and [ɛ],4.83
SC,17,e,other,0.69
SC,18,a,mischievous (3 syllables),50.0
SC,18,b,mischievious (4 syllables),27.4
SC,18,c,"I write ""mischievous"" but say ""mischievious""",6.16
SC,18,d,I use both,16.44
SC,19,a,"[e:] as in ""say""",70.55
SC,19,b,"[i:] as in ""see""",12.33
SC,19,c,"I use [e:] with the words in isolation, but [i:] in compounds (such as ""Sunday school"")",13.01
SC,19,d,"other (e.g. do you use one vowel in some day names, and another in the other names?)",4.11
SC,20,a,"[æ] as in ""jam""",18.49
SC,20,b,"[ɑ] as in ""father""",80.82
SC,20,c,other,0.68
SC,21,a,"[pi:kæn] with stress on the first syllable (""PEE-can"")",36.99
SC,21,b,"[pi:kæn] with stress on the second syllable (""pee-CAN"")",8.22
SC,21,c,"[pi:kɑn] with stress on the first syllable (""PEE-Kahn"")",6.16
SC,21,d,"[pi:kɑn] with stress on the second syllable (""pee-KAHN"")",17.12
SC,21,e,"[pɪkæn] (""pick Ann"")",1.37
SC,21,f,"[pɪkɑn] (""pick Ahn"")",20.55
SC,21,g,"I pronounce it differently when it's alone than when it's in a compound like ""pecan pie"" (please state how you pronounce the two variants in the comments box)",6.85
SC,21,h,other,2.74
SC,22,a,one syllable,25.34
SC,22,b,two syllables,74.66
SC,23,a,"[i:] as in ""see"" (""reely"")",45.89
SC,23,b,"[ɪ] as in ""sit"" (""rilly"")",35.62
SC,23,c,"[iə] (""ree-l-y"")",6.85
SC,23,d,other (including if you use two or more of these interchangeably),11.64
SC,24,a,"2 syllables (""reel-ter"")",52.41
SC,24,b,"3 syllables (real[ə]tor, in other words ""reel-uh-ter"")",33.1
SC,24,c,3 syllables (ree-l-ter),11.72
SC,24,e,other,2.76
SC,25,a,"[u:] as in ""food""",92.41
SC,25,b,"[ʌ] as in ""foot""",1.38
SC,25,c,these four words do not all have the same vowel (please use the comments box to let us know which is which),6.21
SC,26,a,"rhymes with ""hoot""",20.0
SC,26,b,"rhymes with ""out""",34.48
SC,26,c,I can pronounce it either way interchangeably,29.66
SC,26,d,"I say it like ""hoot"" for the noun and like ""out"" for the verb.",11.72
SC,26,e,"I say it like ""out"" for the noun and like ""hoot"" for the verb.",3.45
SC,26,f,other,0.69
SC,27,a,"[i] ""sear-up""",21.38
SC,27,b,"[ɪ] ""sih-rup""",14.48
SC,27,c,"[ə] as in ""sir""",63.45
SC,27,d,other,0.69
SC,28,a,different,68.97
SC,28,b,same,31.03
SC,29,a,"all-mond (first syllable sounds like ""all"")",59.15
SC,29,b,ah-mond (no l),21.13
SC,29,c,"aw-mond (if different from ""ah-mond"")",4.23
SC,29,d,I say something in between l and nothing,12.68
SC,29,e,other,2.82
SC,30,a,"[s] as in ""sock""",90.85
SC,30,b,"[[sh]] as in ""shock""",9.15
SC,31,a,asteri[ks],10.49
SC,31,b,asteri[sk],44.76
SC,31,c,asteri[k] (with no s in the final cluster),42.66
SC,31,d,other,2.1
SC,32,a,I pronounce the first d,44.83
SC,32,b,I don't pronounce the first d,30.34
SC,32,c,I vary freely between pronouncing the first d and not doing so,9.66
SC,32,d,I only pronounce the first d when I'm speaking slowly/carefully,14.48
SC,32,f,other,0.69
SC,33,a,[s],33.79
SC,33,b,[z],46.9
SC,33,c,both are acceptable to me,19.31
SC,34,a,pronounced e[ts]etera (4 syllables),53.15
SC,34,b,pronounced e[ts]etra (3 syllables),13.29
SC,34,c,pronounced eksetera (4 syllables),20.28
SC,34,d,pronounced eksetra (3 syllables),11.19
SC,34,e,other,2.1
SC,35,a,"[[g]] as in the middle consonant of ""measure""",43.75
SC,35,b,"[[dg]] as in ""edge""",44.44
SC,35,c,I use both interchangeably,11.81
SC,36,a,"[s] as in ""sock""",51.39
SC,36,b,"[[sh]] as in ""shock""",48.61
SC,37,a,I pronounce the h,96.55
SC,37,b,I don't pronounce the h,0.69
SC,37,c,I can pronounce the h or not,2.07
SC,37,d,other,0.69
SC,38,a,"[s] as in ""sock""",76.06
SC,38,b,"[[sh]] as in ""shock""",22.54
SC,38,c,other,1.41
SC,39,a,[s],76.39
SC,39,b,[z],23.61
SC,40,a,with [kw],70.34
SC,40,b,"with [k] (""cor-ter"")",24.14
SC,40,c,I use both interchangeably,4.83
SC,40,d,other,0.69
SC,41,a,spicket,34.03
SC,41,b,spigot,15.97
SC,41,c,I use both interchangeably,4.17
SC,41,d,"I say ""spicket"" but spell it ""spigot""",27.78
SC,41,e,I use both with different meanings (please explain how in the comments box),3.47
SC,41,f,I don't use either version of this word,13.19
SC,41,g,other,1.39
SC,42,a,"the ""g"" is pronounced as [g]",29.37
SC,42,b,"the ""g"" is pronounced as [k]",45.45
SC,42,c,"the ""g"" is silent",25.17
SC,43,a,[s],90.28
SC,43,b,[z],4.86
SC,43,c,either one,4.17
SC,43,d,other,0.69
SC,44,a,CREAM cheese (stress on the first syllable),51.39
SC,44,b,cream CHEESE (stress on the second syllable),22.22
SC,44,c,it sounds right either way,24.31
SC,44,d,other,2.08
SC,45,a,INsurance (stress on the first syllable),18.75
SC,45,b,inSURance (stress on the second syllable),70.83
SC,45,c,I can stress either the first or the second syllable,10.42
SC,46,a,NEW Haven,54.17
SC,46,b,New HAVEN,31.25
SC,46,c,I use both interchangeably,11.81
SC,46,d,other,2.78
SC,47,a,THANKSgiving,51.39
SC,47,b,ThanksGIVing,34.72
SC,47,c,I use both interchangeably,12.5
SC,47,d,other,1.39
SC,48,a,UMbrella,36.11
SC,48,b,umBRELLa,63.89
SC,49,a,dragged,61.81
SC,49,b,drug,27.78
SC,49,c,I use both interchangeably,9.72
SC,49,d,other,0.69
SC,50,a,you all,8.45
SC,50,d,you guys,12.68
SC,50,g,you,5.63
SC,50,h,other,1.41
SC,50,i,y'all,71.83
SC,51,a,yes,17.61
SC,51,b,no,78.87
SC,51,c,other,3.52
SC,52,a,yes,34.97
SC,52,b,no,42.66
SC,52,c,"I can use ""where are you at"" in contexts such as asking someone how s/he is coming along on a project, but not in the general sense of ""where are you physically located in the world at this moment"".",22.38
SC,53,a,yes (please consider adding which combinations of modals you use in the comments box),39.29
SC,53,b,no,60.0
SC,53,c,other,0.71
SC,54,a,"this use of ""anymore"" is acceptable",10.0
SC,54,b,"this use of ""anymore"" is unacceptable",85.0
SC,54,c,not sure,5.0
SC,55,a,acceptable,10.07
SC,55,b,unacceptable,82.73
SC,55,c,not sure,7.19
SC,56,a,acceptable,44.93
SC,56,b,unacceptable,50.0
SC,56,c,not sure,5.07
SC,57,a,acceptable,22.46
SC,57,b,unacceptable,63.77
SC,57,c,not sure,13.77
SC,58,a,tag sale,0.72
SC,58,m,other,0.72
SC,58,b,yard sale,67.63
SC,58,c,garage sale,28.78
SC,58,d,rummage sale,1.44
SC,58,f,stoop sale,0.72
SC,59,a,mumblety-peg,6.57
SC,59,j,numblety peg,0.73
SC,59,l,baseball jackknife,0.73
SC,59,o,stretch,0.73
SC,59,p,chicken,4.38
SC,59,s,Russian roulette,2.19
SC,59,b,mumbledy-peg,8.03
SC,59,t,"I have never heard of this ""game"" and have no idea what it's called",61.31
SC,59,u,other (state here if you have heard one or more of these terms but never knew what they meant),9.49
SC,59,c,mumbly peg,3.65
SC,59,e,mumblely peg (with 2 l's),1.46
SC,59,f,mumble peg,0.73
SC,60,a,berm,2.21
SC,60,b,parking,0.74
SC,60,c,tree lawn,1.47
SC,60,e,curb strip,5.15
SC,60,g,verge,4.41
SC,60,h,I have no word for this,72.06
SC,60,i,other,13.97
SC,61,a,boulevard,3.01
SC,61,b,midway,0.75
SC,61,c,traffic island,6.02
SC,61,d,island,48.12
SC,61,e,neutral ground,0.75
SC,61,f,I have no word for this,13.53
SC,61,g,other,27.82
SC,62,a,median strip,2.17
SC,62,j,other,1.45
SC,62,b,median,94.93
SC,62,g,island,0.72
SC,62,i,I have no word for this,0.72
SC,63,a,milkshake/shake,99.28
SC,63,b,frappe,0.72
SC,64,a,sub,88.41
